accounts	1
team	Gak Ada Tim	team13518012	password
team	Jong Java	team13519140	password
team	GoodKid	team16520073	password
team	algorithms1729	team13519165	password
team	ONTa	team13518058	password
team	CP gan	team16520299	password
team	DryCr1TiKaL	team13518093	password
team	Vode	team16520401	password
team	Semoga dapat akun	team13519160	password
team	530am	team13518111	password
team	KRBPTY	team16520127	password
team	MeongSakti	team18219097	password
team	NgasalAjaLaYa	team20000000	password
